BEM,Long,Lat,Depth,Year,Mo,Day,Hr,Min,Sec,sigM,Round,Mag,Type,N*
2.97,-111.26700000000001,42.486999999999995,0.0,1986,11,26,0,13,10.1,0.225,0.01,Mpred|Xi,0.862,
2.97,-111.47200000000001,42.001999999999995,1.0,1988,11,19,21,6,28.6,0.225,0.01,Mpred|Xi,0.862,
2.97,-113.184,37.736999999999995,3.0,1992,6,29,1,25,14.8,0.225,0.01,Mpred|Xi,0.862,
2.97,-111.521,43.022,7.0,1992,11,10,21,54,29.9,0.225,0.01,Mpred|Xi,0.862,
2.97,-111.096,42.643,1.0,1994,4,8,11,44,16.0,0.225,0.01,Mpred|Xi,0.862,
2.97,-114.501,36.563,1.0,1996,3,19,18,31,15.8,0.225,0.01,Mpred|Xi,0.862,
2.97,-110.682,39.277,2.0,1996,4,18,22,6,47.0,0.225,0.01,Mpred|Xi,0.862,
2.97,-111.493,38.9,1.0,2006,11,30,4,26,17.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.96,-114.58,37.278,12.0,2008,6,6,10,2,47.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.96,-114.84100000000001,41.163000000000004,4.0,2008,2,24,18,40,45.59,0.105,0.01,Mpred|Xvar,0.968,
2.96,-111.088,42.566,0.0,1994,2,5,3,34,32.8,0.161,0.01,Mpred|Xvar,0.927,
2.96,-111.083,42.629,1.0,1994,2,13,9,28,25.4,0.161,0.01,Mpred|Xvar,0.927,
2.96,-111.91,39.510999999999996,0.0,2003,4,17,15,26,31.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.96,-108.765,38.558,14.0,2007,4,14,23,10,6.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.96,-112.352,37.782,0.0,2012,4,12,0,25,31.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.96,-111.459,42.632,0.0,1982,10,8,10,6,57.9,0.225,0.01,Mpred|Xi,0.862,
2.96,-110.566,40.75,0.0,1986,3,4,20,2,35.0,0.225,0.01,Mpred|Xi,0.862,
2.96,-112.56,38.619,1.0,1986,10,5,8,19,28.8,0.225,0.01,Mpred|Xi,0.862,
2.96,-112.555,38.621,1.0,1986,10,5,15,59,48.5,0.225,0.01,Mpred|Xi,0.862,
2.96,-114.384,40.126999999999995,1.0,1987,3,23,3,18,8.1,0.225,0.01,Mpred|Xi,0.862,
2.96,-112.869,37.038000000000004,1.0,1988,1,2,4,4,17.5,0.225,0.01,Mpred|Xi,0.862,
2.96,-111.436,42.777,0.0,1989,1,30,2,11,30.3,0.225,0.01,Mpred|Xi,0.862,
2.96,-108.92299999999999,38.477,8.0,1989,5,13,21,1,48.8,0.225,0.01,Mpred|Xi,0.862,
2.96,-112.594,38.187,0.0,1989,8,9,15,28,33.2,0.225,0.01,Mpred|Xi,0.862,
2.96,-110.863,39.132,11.0,1990,12,3,22,39,5.1,0.225,0.01,Mpred|Xi,0.862,
2.96,-113.21,37.756,4.0,1992,6,29,2,7,34.9,0.225,0.01,Mpred|Xi,0.862,
2.96,-111.527,42.494,0.0,1993,3,19,9,7,42.2,0.225,0.01,Mpred|Xi,0.862,
2.96,-111.098,42.64,0.0,1994,4,8,8,52,55.5,0.225,0.01,Mpred|Xi,0.862,
2.96,-111.133,43.058,6.0,1995,8,1,8,41,42.6,0.225,0.01,Mpred|Xi,0.862,
2.96,-113.889,36.955,1.0,1997,5,21,23,14,55.4,0.225,0.01,Mpred|Xi,0.862,
2.96,-113.98700000000001,37.278,1.0,2006,11,13,7,56,26.9,0.225,0.01,Mpred|Xi,0.862,
2.96,-112.25399999999999,38.298,2.0,2004,4,23,5,25,16.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.96,-109.694,38.45,7.0,2012,3,6,12,20,50.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.96,-111.656,39.786,2.0,2002,11,9,1,32,55.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-111.135,42.618,0.0,1994,2,4,7,16,22.7,0.161,0.01,Mpred|Xvar,0.927,
2.95,-111.083,42.608999999999995,2.0,1994,4,7,17,18,16.3,0.161,0.01,Mpred|Xvar,0.927,
2.95,-111.978,39.283,5.0,2006,12,7,15,4,36.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-111.085,42.667,1.0,1994,2,15,19,39,39.1,0.161,0.01,Mpred|Xvar,0.927,
2.95,-108.719,41.824,0.0,2008,3,20,16,3,32.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-110.79,43.18,0.0,2002,3,24,22,0,31.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-111.49,39.01,1.0,2012,9,8,16,56,6.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-113.00399999999999,38.434,0.0,1998,4,10,21,21,43.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-113.116,37.772,1.0,2011,4,12,6,11,58.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-112.402,37.854,2.0,2012,2,12,6,41,50.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-111.115,42.681000000000004,1.0,1994,2,8,18,37,37.3,0.161,0.01,Mpred|Xvar,0.927,
2.95,-110.712,43.145,5.0,2010,9,10,20,54,52.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-111.186,42.588,0.0,1994,2,12,20,19,38.5,0.161,0.01,Mpred|Xvar,0.927,
2.95,-114.868,41.202,6.0,2008,3,29,16,42,35.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-110.76,43.18,0.0,1999,1,30,4,17,9.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-111.163,42.646,1.0,1994,3,30,9,4,50.8,0.161,0.01,Mpred|Xvar,0.927,
2.95,-111.62299999999999,39.61,3.0,1985,5,7,11,23,8.8,0.225,0.01,Mpred|Xi,0.862,
2.95,-111.837,38.898,0.0,1987,7,18,16,17,0.7,0.225,0.01,Mpred|Xi,0.862,
2.95,-114.329,37.41,2.0,1989,1,26,0,1,28.6,0.225,0.01,Mpred|Xi,0.862,
2.95,-109.78399999999999,38.283,1.0,1993,10,14,15,57,29.4,0.225,0.01,Mpred|Xi,0.862,
2.95,-111.113,42.586000000000006,3.0,1994,5,27,22,50,10.9,0.225,0.01,Mpred|Xi,0.862,
2.95,-108.99600000000001,36.871,0.0,1995,10,5,22,0,8.7,0.225,0.01,Mpred|Xi,0.862,
2.95,-110.697,43.156000000000006,5.0,2010,9,10,21,20,39.21,0.105,0.01,Mpred|Xvar,0.968,
2.95,-112.499,38.455,3.0,2003,11,30,19,25,53.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-111.074,42.575,0.0,1994,2,16,12,49,8.1,0.161,0.01,Mpred|Xvar,0.927,
2.95,-114.829,41.196999999999996,6.0,2008,2,25,0,25,19.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-111.958,40.418,11.0,2002,9,21,20,14,15.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.95,-111.53200000000001,42.507,4.0,1994,4,4,19,16,13.6,0.161,0.01,Mpred|Xvar,0.927,
2.94,-111.084,42.652,0.0,1994,2,16,14,27,5.9,0.161,0.01,Mpred|Xvar,0.927,
2.94,-112.382,37.851,0.0,2012,3,11,8,7,53.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-111.13,42.698,6.0,1994,5,7,7,13,40.5,0.161,0.01,Mpred|Xvar,0.927,
2.94,-113.374,37.119,1.0,2001,9,25,1,30,11.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-113.28,38.35,3.0,2011,11,19,1,56,52.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-111.145,42.573,1.0,2006,5,2,8,50,17.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-111.089,42.677,1.0,1994,2,10,21,41,52.5,0.161,0.01,Mpred|Xvar,0.927,
2.94,-112.50299999999999,37.974000000000004,0.0,1998,4,20,20,47,28.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-110.794,43.313,3.0,2009,3,17,20,26,30.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-113.271,37.555,1.0,1981,2,5,14,32,44.7,0.225,0.01,Mpred|Xi,0.862,
2.94,-112.286,38.529,0.0,1982,10,24,12,10,20.6,0.225,0.01,Mpred|Xi,0.862,
2.94,-111.945,39.95,1.0,1983,1,22,11,44,48.7,0.225,0.01,Mpred|Xi,0.862,
2.94,-112.615,41.778999999999996,3.0,1985,6,27,11,19,56.4,0.225,0.01,Mpred|Xi,0.862,
2.94,-111.68,41.265,11.0,1986,6,5,7,41,21.0,0.225,0.01,Mpred|Xi,0.862,
2.94,-112.322,41.83,2.0,1986,10,25,10,3,25.1,0.225,0.01,Mpred|Xi,0.862,
2.94,-113.84100000000001,37.81,2.0,1987,2,14,20,5,19.9,0.225,0.01,Mpred|Xi,0.862,
2.94,-109.99799999999999,38.141999999999996,2.0,1991,11,25,3,40,38.7,0.225,0.01,Mpred|Xi,0.862,
2.94,-111.823,38.766999999999996,0.0,1992,4,26,8,13,7.1,0.225,0.01,Mpred|Xi,0.862,
2.94,-112.167,40.513000000000005,1.0,1992,6,6,17,18,24.8,0.225,0.01,Mpred|Xi,0.862,
2.94,-110.824,38.047,4.0,1992,10,4,4,45,46.9,0.225,0.01,Mpred|Xi,0.862,
2.94,-114.186,36.599000000000004,7.0,1993,2,26,20,33,38.8,0.225,0.01,Mpred|Xi,0.862,
2.94,-111.068,42.663000000000004,0.0,1994,2,10,0,41,36.2,0.225,0.01,Mpred|Xi,0.862,
2.94,-111.723,42.669,2.0,1996,2,6,8,23,17.4,0.225,0.01,Mpred|Xi,0.862,
2.94,-112.306,38.249,2.0,2011,1,3,12,10,8.7,0.225,0.01,Mpred|Xi,0.862,
2.94,-111.49700000000001,42.508,4.0,2007,5,7,14,41,42.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-111.76700000000001,38.691,9.0,2005,4,19,7,46,13.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-110.631,36.578,13.0,2009,4,16,21,40,52.7,0.139,0.01,Mpred|Xi,0.945,
2.94,-112.211,38.514,0.0,2007,5,2,16,45,24.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-112.462,37.562,9.0,2007,9,29,4,8,20.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-112.82799999999999,40.41,8.0,2009,8,13,21,0,52.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-111.12,42.778999999999996,4.0,1994,4,29,18,29,22.7,0.161,0.01,Mpred|Xvar,0.927,
2.94,-114.861,41.272,4.0,2008,2,25,4,14,45.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.94,-111.351,42.784,0.0,1994,2,4,7,34,14.4,0.161,0.01,Mpred|Xvar,0.927,
2.93,-112.994,38.42,0.0,1998,4,11,4,7,51.2,0.105,0.01,Mpred|Xvar,0.968,
2.93,-112.1,41.185,11.0,2007,2,1,22,34,59.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-113.131,37.751999999999995,1.0,2011,4,13,10,17,36.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-114.839,41.281000000000006,7.0,2008,2,27,20,47,23.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-111.553,42.948,5.0,2002,12,19,7,40,19.83,0.161,0.01,Mpred|Xvar,0.927,
2.93,-114.55,37.321999999999996,1.0,1999,1,7,1,51,26.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-112.182,39.495,6.0,1982,1,29,12,9,49.2,0.225,0.01,Mpred|Xi,0.862,
2.93,-111.42299999999999,42.597,1.0,1982,10,15,0,1,19.3,0.225,0.01,Mpred|Xi,0.862,
2.93,-111.944,39.958,5.0,1987,2,12,21,1,47.7,0.225,0.01,Mpred|Xi,0.862,
2.93,-113.118,37.623000000000005,0.0,1988,1,2,8,32,23.4,0.225,0.01,Mpred|Xi,0.862,
2.93,-111.55,42.925,2.0,1988,2,11,22,21,37.1,0.225,0.01,Mpred|Xi,0.862,
2.93,-110.569,43.211000000000006,3.0,1991,5,2,3,0,48.9,0.225,0.01,Mpred|Xi,0.862,
2.93,-111.963,40.768,1.0,1992,6,3,4,20,13.6,0.225,0.01,Mpred|Xi,0.862,
2.93,-112.449,37.721,1.0,1992,7,21,0,54,3.7,0.225,0.01,Mpred|Xi,0.862,
2.93,-112.535,37.972,3.0,1992,9,24,14,35,41.0,0.225,0.01,Mpred|Xi,0.862,
2.93,-111.18299999999999,42.665,5.0,1994,2,4,6,9,14.0,0.225,0.01,Mpred|Xi,0.862,
2.93,-111.124,42.626000000000005,0.0,1994,2,17,11,21,7.1,0.225,0.01,Mpred|Xi,0.862,
2.93,-111.12,42.801,0.0,1994,3,16,1,32,25.1,0.225,0.01,Mpred|Xi,0.862,
2.93,-111.075,42.578,0.0,1994,4,8,9,12,39.3,0.225,0.01,Mpred|Xi,0.862,
2.93,-114.06299999999999,36.794000000000004,1.0,1999,5,5,19,4,40.9,0.225,0.01,Mpred|Xi,0.862,
2.93,-113.493,36.505,4.0,1999,8,3,13,26,37.3,0.225,0.01,Mpred|Xi,0.862,
2.93,-112.87299999999999,41.427,7.0,1999,11,13,21,23,19.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-111.626,42.677,1.0,2004,2,13,11,56,31.4,0.105,0.01,Mpred|Xvar,0.968,
2.93,-112.84700000000001,37.016,18.0,2002,7,29,9,28,13.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-108.791,39.414,0.0,1994,3,8,11,40,21.1,0.162,0.01,Mpred|Xvar,0.927,
2.93,-112.5,38.444,3.0,2003,11,29,9,47,1.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-110.694,43.123999999999995,5.0,2010,9,13,10,54,0.64,0.105,0.01,Mpred|Xvar,0.968,
2.93,-112.32700000000001,38.239000000000004,1.0,2011,1,3,14,41,15.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-111.705,41.672,1.0,2006,10,10,1,23,35.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-111.12200000000001,42.784,1.0,1994,3,3,10,30,48.0,0.161,0.01,Mpred|Xvar,0.927,
2.93,-114.68700000000001,37.398,1.0,2008,4,23,21,21,39.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-113.314,36.678000000000004,0.0,2010,3,2,0,51,38.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-111.15,42.722,1.0,1994,2,7,2,10,10.1,0.161,0.01,Mpred|Xvar,0.927,
2.93,-111.116,42.788999999999994,1.0,1994,3,3,4,46,53.2,0.161,0.01,Mpred|Xvar,0.927,
2.93,-113.561,37.051,1.0,2012,4,20,2,53,38.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.93,-113.603,36.522,5.0,2008,3,27,1,28,11.26,0.105,0.01,Mpred|Xvar,0.968,
2.93,-110.641,36.564,9.0,2009,4,16,20,42,5.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-111.286,40.108000000000004,6.0,2005,10,13,16,48,46.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-112.38600000000001,41.71,8.0,2008,10,23,3,18,1.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-111.359,40.495,13.0,1999,2,21,4,47,8.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-114.869,41.181999999999995,5.0,2008,3,1,14,5,44.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-112.882,41.42,6.0,1999,11,26,23,6,52.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-111.221,40.16,2.0,1997,11,18,19,25,52.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-113.469,36.746,5.0,2004,8,17,11,40,39.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-112.32700000000001,41.83,1.0,1987,3,3,18,43,33.2,0.225,0.01,Mpred|Xi,0.862,
2.92,-111.411,42.597,1.0,1993,11,13,5,20,31.8,0.225,0.01,Mpred|Xi,0.862,
2.92,-110.257,37.012,1.0,1994,2,3,19,8,45.9,0.225,0.01,Mpred|Xi,0.862,
2.92,-111.14,42.618,0.0,1994,2,3,23,21,23.8,0.225,0.01,Mpred|Xi,0.862,
2.92,-111.095,42.693000000000005,1.0,1994,2,16,22,9,44.0,0.225,0.01,Mpred|Xi,0.862,
2.92,-110.37,43.494,0.0,1995,1,28,0,38,38.6,0.225,0.01,Mpred|Xi,0.862,
2.92,-111.257,42.735,1.0,1995,10,15,15,37,47.1,0.225,0.01,Mpred|Xi,0.862,
2.92,-112.094,37.084,2.0,1997,9,18,21,4,6.6,0.225,0.01,Mpred|Xi,0.862,
2.92,-112.323,37.544000000000004,0.0,2009,9,24,20,25,15.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-112.234,39.205,4.0,2005,6,12,9,8,54.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-111.17200000000001,42.966,0.0,1996,9,11,1,36,14.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-111.601,41.693999999999996,8.0,2002,7,21,3,40,48.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-112.62700000000001,38.286,3.0,2005,9,30,18,2,49.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-113.305,41.32,3.0,2009,12,28,14,25,39.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-111.11399999999999,42.652,1.0,1994,2,4,9,51,38.4,0.161,0.01,Mpred|Xvar,0.927,
2.92,-111.12200000000001,42.747,1.0,1994,8,4,19,45,57.3,0.161,0.01,Mpred|Xvar,0.927,
2.92,-112.044,38.794000000000004,0.0,2000,11,8,20,41,1.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-110.11200000000001,38.939,4.0,2008,5,7,22,58,3.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.92,-113.417,37.032,4.0,2006,5,1,16,30,8.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-112.213,38.514,0.0,2007,5,2,16,18,26.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-111.946,39.351,3.0,2008,4,22,22,46,29.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-114.846,41.117,0.0,2008,2,21,20,29,32.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-111.15899999999999,42.703,1.0,1985,1,25,20,11,39.3,0.225,0.01,Mpred|Xi,0.862,
2.91,-112.84700000000001,37.056999999999995,1.0,1989,3,15,17,31,18.2,0.225,0.01,Mpred|Xi,0.862,
2.91,-112.531,38.243,0.0,1990,3,28,10,47,25.9,0.225,0.01,Mpred|Xi,0.862,
2.91,-112.399,41.897,7.0,1990,6,24,1,27,43.7,0.225,0.01,Mpred|Xi,0.862,
2.91,-114.242,37.361999999999995,3.0,1991,2,23,9,23,23.2,0.225,0.01,Mpred|Xi,0.862,
2.91,-111.73200000000001,42.532,9.0,1991,5,26,16,30,19.7,0.225,0.01,Mpred|Xi,0.862,
2.91,-111.823,38.78,1.0,1992,4,24,21,34,5.0,0.225,0.01,Mpred|Xi,0.862,
2.91,-114.322,37.194,16.0,1992,9,3,6,18,25.7,0.225,0.01,Mpred|Xi,0.862,
2.91,-114.09299999999999,37.734,3.0,1993,2,26,16,47,51.2,0.225,0.01,Mpred|Xi,0.862,
2.91,-114.135,37.648,0.0,1995,7,2,22,47,7.9,0.225,0.01,Mpred|Xi,0.862,
2.91,-113.204,41.224,4.0,1995,11,5,10,20,12.0,0.225,0.01,Mpred|Xi,0.862,
2.91,-112.32,37.537,1.0,2008,9,9,5,24,14.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-110.75299999999999,43.148999999999994,5.0,1999,1,30,5,1,33.03,0.105,0.01,Mpred|Xvar,0.968,
2.91,-114.89,41.099,7.0,2008,3,14,1,59,41.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-112.837,41.668,2.0,1999,12,15,19,55,55.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-112.478,37.995,0.0,2004,12,6,6,38,24.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-113.54,36.51,4.0,2002,4,13,12,11,44.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-111.55,42.391000000000005,3.0,2004,3,16,8,14,24.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-111.421,39.275999999999996,7.0,1962,8,10,4,5,6.1,0.256,0.01,Mpred|Xi,0.826,
2.91,-111.963,39.1,7.0,1963,3,17,11,11,33.1,0.256,0.01,Mpred|Xi,0.826,
2.91,-111.935,39.55,7.0,1963,7,10,12,7,32.14,0.256,0.01,Mpred|Xi,0.826,
2.91,-114.162,39.139,7.0,1963,12,22,16,43,10.1,0.256,0.01,Mpred|Xi,0.826,
2.91,-114.135,39.113,7.0,1963,12,29,1,42,11.6,0.256,0.01,Mpred|Xi,0.826,
2.91,-112.32600000000001,42.076,7.0,1964,2,6,11,13,33.1,0.256,0.01,Mpred|Xi,0.826,
2.91,-114.15799999999999,39.153,7.0,1964,4,10,21,29,56.4,0.256,0.01,Mpred|Xi,0.826,
2.91,-114.23200000000001,39.466,7.0,1964,12,12,13,14,1.3,0.256,0.01,Mpred|Xi,0.826,
2.91,-111.255,42.849,7.0,1965,1,25,4,30,0.1,0.256,0.01,Mpred|Xi,0.826,
2.91,-112.47,38.637,7.0,1965,3,16,5,37,12.0,0.256,0.01,Mpred|Xi,0.826,
2.91,-111.589,42.786,7.0,1965,3,27,23,17,33.8,0.256,0.01,Mpred|Xi,0.826,
2.91,-110.90899999999999,43.385,7.0,1965,4,1,6,28,36.4,0.256,0.01,Mpred|Xi,0.826,
2.91,-111.53200000000001,42.54600000000001,7.0,1965,4,2,5,25,17.3,0.256,0.01,Mpred|Xi,0.826,
2.91,-111.264,43.137,7.0,1965,5,24,12,5,12.3,0.256,0.01,Mpred|Xi,0.826,
2.91,-112.38600000000001,36.817,7.0,1966,5,5,6,15,20.5,0.256,0.01,Mpred|Xi,0.826,
2.91,-110.999,43.157,7.0,1966,6,11,10,46,39.1,0.256,0.01,Mpred|Xi,0.826,
2.91,-112.618,41.74100000000001,7.0,1966,11,12,6,0,41.4,0.256,0.01,Mpred|Xi,0.826,
2.91,-111.53299999999999,42.619,7.0,1967,10,31,6,21,48.6,0.256,0.01,Mpred|Xi,0.826,
2.91,-114.712,37.398,7.0,1967,11,2,4,29,27.1,0.256,0.01,Mpred|Xi,0.826,
2.91,-111.51,39.228,7.0,1967,11,4,21,6,29.0,0.256,0.01,Mpred|Xi,0.826,
2.91,-110.427,41.121,7.0,1968,1,18,16,13,26.2,0.256,0.01,Mpred|Xi,0.826,
2.91,-110.344,42.854,7.0,1968,5,21,21,18,50.7,0.256,0.01,Mpred|Xi,0.826,
2.91,-110.428,42.038000000000004,7.0,1968,11,14,17,56,17.6,0.256,0.01,Mpred|Xi,0.826,
2.91,-110.719,39.946,7.0,1969,4,16,20,24,1.58,0.256,0.01,Mpred|Xi,0.826,
2.91,-110.655,37.641,7.0,1969,8,19,8,51,5.7,0.256,0.01,Mpred|Xi,0.826,
2.91,-112.21600000000001,38.527,7.0,1970,10,30,14,47,8.5,0.256,0.01,Mpred|Xi,0.826,
2.91,-111.255,42.04600000000001,7.0,1971,3,14,13,37,47.2,0.256,0.01,Mpred|Xi,0.826,
2.91,-112.979,37.701,7.0,1971,11,10,13,46,55.3,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-111.97399999999999,42.995,7.0,1972,1,9,5,19,43.0,0.256,0.01,Mpred|Xi,0.826,
2.91,-112.01100000000001,43.015,7.0,1972,1,9,6,17,54.9,0.256,0.01,Mpred|Xi,0.826,
2.91,-110.98700000000001,41.805,7.0,1972,3,17,23,9,50.6,0.256,0.01,Mpred|Xi,0.826,
2.91,-110.98200000000001,43.026,7.0,1972,3,28,18,13,23.1,0.256,0.01,Mpred|Xi,0.826,
2.91,-111.566,39.093,7.0,1972,4,20,11,37,48.1,0.256,0.01,Mpred|Xi,0.826,
2.91,-110.96600000000001,41.994,7.0,1972,5,17,22,43,32.0,0.256,0.01,Mpred|Xi,0.826,
2.91,-112.46600000000001,38.189,7.0,1972,6,26,20,6,51.6,0.256,0.01,Mpred|Xi,0.826,
2.91,-112.331,38.749,7.0,1974,9,20,14,54,39.0,0.256,0.01,Mpred|Xi,0.826,
2.91,-112.094,39.474000000000004,7.0,1975,2,19,3,14,37.5,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.5,42.066,5.0,1975,3,28,3,10,33.8,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-112.515,42.05,9.0,1975,4,3,1,11,22.1,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-112.507,42.028,6.0,1975,4,4,3,21,51.0,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-112.557,42.026,5.0,1975,4,7,9,24,40.9,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-112.544,42.01,5.0,1975,4,10,5,23,39.6,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-112.544,42.021,7.0,1975,4,23,4,5,12.4,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-112.435,42.082,7.0,1975,5,4,20,39,57.0,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-112.545,42.076,10.0,1975,5,19,15,18,28.7,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.473,42.037,5.0,1975,7,16,14,33,39.7,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.62299999999999,40.757,8.0,1975,10,22,23,34,14.8,0.249,0.01,Mpred|Xi,0.834,
2.91,-110.749,43.172,7.0,1975,12,27,21,53,10.6,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.838,41.271,13.0,1976,2,11,3,28,14.8,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-111.579,41.076,7.0,1976,2,27,5,44,37.4,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.61200000000001,42.153999999999996,4.0,1976,7,11,13,16,48.9,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.06700000000001,41.63,2.0,1976,7,11,14,24,16.4,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.624,42.105,4.0,1976,7,21,0,33,29.6,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.70299999999999,37.875,7.0,1976,10,25,21,51,30.25,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.787,41.497,7.0,1976,12,3,15,5,59.7,0.249,0.01,Mpred|Xi,0.834,
2.91,-110.92200000000001,36.788000000000004,7.0,1977,8,12,4,17,52.3,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.51799999999999,37.779,7.0,1977,12,27,19,28,56.2,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.561,42.761,7.0,1978,10,24,20,47,29.6,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.54700000000001,38.032,7.0,1978,11,27,4,36,6.1,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.56299999999999,42.766999999999996,7.0,1978,11,29,19,52,56.4,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.531,38.601,3.0,1978,12,8,3,29,13.7,0.249,0.01,Mpred|Xi,0.834,
