BEM,Long,Lat,Depth,Year,Mo,Day,Hr,Min,Sec,sigM,Round,Mag,Type,N*
2.76,-111.53200000000001,38.727,0.0,1990,10,23,8,49,12.3,0.225,0.01,Mpred|Xi,0.862,
2.76,-110.98700000000001,42.631,1.0,1990,10,27,23,20,19.9,0.225,0.01,Mpred|Xi,0.862,
2.76,-111.822,38.771,1.0,1992,4,24,22,1,57.7,0.225,0.01,Mpred|Xi,0.862,
2.76,-111.51299999999999,43.02,19.0,1992,11,15,23,52,52.8,0.225,0.01,Mpred|Xi,0.862,
2.76,-111.039,42.641000000000005,1.0,1994,2,3,12,37,14.2,0.225,0.01,Mpred|Xi,0.862,
2.76,-111.11,42.762,5.0,1994,2,11,15,16,38.8,0.225,0.01,Mpred|Xi,0.862,
2.76,-111.03399999999999,42.76,1.0,1994,10,10,7,24,1.7,0.225,0.01,Mpred|Xi,0.862,
2.76,-114.999,39.294000000000004,7.0,1996,2,13,21,1,52.1,0.225,0.01,Mpred|Xi,0.862,
2.76,-109.05,38.311,0.0,1999,3,21,6,14,24.9,0.225,0.01,Mpred|Xi,0.862,
2.76,-113.962,36.852,1.0,1999,12,7,19,25,21.7,0.225,0.01,Mpred|Xi,0.862,
2.76,-112.15,36.745,10.0,2004,8,3,23,51,59.1,0.225,0.01,Mpred|Xi,0.862,
2.76,-113.382,37.13,1.0,2001,8,3,1,52,59.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-113.536,36.498000000000005,5.0,2008,3,27,1,58,59.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-111.874,39.964,1.0,1999,1,25,3,57,36.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-112.45100000000001,38.547,2.0,1998,1,31,9,22,53.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-111.154,42.763999999999996,1.0,1994,2,4,11,53,23.6,0.161,0.01,Mpred|Xvar,0.927,
2.76,-112.54299999999999,38.675,8.0,2012,8,14,12,4,55.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-112.04899999999999,39.47,0.0,2010,8,21,18,19,15.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-111.82799999999999,39.929,5.0,2011,6,18,14,13,46.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-114.58200000000001,37.222,10.0,2011,11,2,14,47,50.42,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.76,-111.195,42.762,0.0,2003,9,15,3,2,57.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-111.09100000000001,42.62,5.0,1994,2,11,5,36,24.2,0.161,0.01,Mpred|Xvar,0.927,
2.75,-111.469,42.653,0.0,2002,1,21,12,25,35.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-112.45700000000001,41.479,2.0,1998,7,30,10,51,25.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-111.49,42.393,2.0,2005,4,22,6,22,59.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-111.087,42.668,1.0,1994,2,20,5,37,55.2,0.161,0.01,Mpred|Xvar,0.927,
2.75,-111.571,42.388999999999996,6.0,1985,12,5,16,12,46.4,0.225,0.01,Mpred|Xi,0.862,
2.75,-112.325,41.818999999999996,1.0,1987,4,4,22,30,43.9,0.225,0.01,Mpred|Xi,0.862,
2.75,-113.87100000000001,37.126999999999995,2.0,1988,7,16,18,27,13.6,0.225,0.01,Mpred|Xi,0.862,
2.75,-110.884,39.13,1.0,1988,8,15,16,52,19.0,0.225,0.01,Mpred|Xi,0.862,
2.75,-111.525,38.72,3.0,1990,5,2,19,39,11.4,0.225,0.01,Mpred|Xi,0.862,
2.75,-113.635,37.226,5.0,1990,7,18,1,33,7.2,0.225,0.01,Mpred|Xi,0.862,
2.75,-110.37,41.167,2.0,1990,12,4,9,26,42.0,0.225,0.01,Mpred|Xi,0.862,
2.75,-111.01899999999999,42.717,0.0,1991,1,28,22,28,8.3,0.225,0.01,Mpred|Xi,0.862,
2.75,-111.38799999999999,42.86,1.0,1991,9,18,23,49,1.6,0.225,0.01,Mpred|Xi,0.862,
2.75,-111.49600000000001,43.053000000000004,23.0,1992,11,13,17,59,55.2,0.225,0.01,Mpred|Xi,0.862,
2.75,-111.505,43.042,7.0,1992,11,16,1,37,13.0,0.225,0.01,Mpred|Xi,0.862,
2.75,-112.678,37.278,1.0,1992,12,26,10,26,32.1,0.225,0.01,Mpred|Xi,0.862,
2.75,-111.04899999999999,42.708999999999996,4.0,1994,2,3,14,9,30.8,0.225,0.01,Mpred|Xi,0.862,
2.75,-111.075,42.706,5.0,1994,2,4,20,51,14.1,0.225,0.01,Mpred|Xi,0.862,
2.75,-111.12100000000001,42.794,1.0,1994,2,16,4,32,54.0,0.225,0.01,Mpred|Xi,0.862,
2.75,-113.76299999999999,36.833,7.0,1996,9,12,21,19,13.7,0.225,0.01,Mpred|Xi,0.862,
2.75,-111.59899999999999,42.658,3.0,2007,8,31,2,58,29.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-111.775,40.814,10.0,2008,3,7,11,21,52.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-108.118,39.667,4.0,2009,5,27,14,37,32.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-111.42299999999999,41.416000000000004,8.0,2006,6,5,2,51,4.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-111.505,42.516000000000005,1.0,2007,5,11,2,50,54.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-112.556,38.709,0.0,2001,2,23,21,0,0.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-111.685,41.615,15.0,1999,4,20,10,37,35.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-113.04799999999999,36.946,22.0,2010,4,1,17,26,42.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-112.542,41.907,3.0,2006,6,27,8,18,8.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-111.509,42.413000000000004,7.0,2006,6,30,19,1,28.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-114.57700000000001,39.492,6.0,1999,5,16,23,46,41.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-111.759,40.071,2.0,2001,2,23,4,56,23.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.75,-112.11399999999999,37.823,6.0,2012,4,12,4,57,34.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-113.289,37.592,0.0,1981,4,23,2,54,54.0,0.225,0.01,Mpred|Xi,0.862,
2.74,-112.52600000000001,36.961,0.0,1981,11,16,4,32,49.0,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.67200000000001,41.14,8.0,1983,3,6,10,53,35.7,0.225,0.01,Mpred|Xi,0.862,
2.74,-113.565,37.128,1.0,1984,11,25,21,24,21.7,0.225,0.01,Mpred|Xi,0.862,
2.74,-110.95100000000001,43.217,4.0,1986,3,17,23,18,14.1,0.225,0.01,Mpred|Xi,0.862,
2.74,-112.083,40.708,11.0,1986,11,13,23,28,5.4,0.225,0.01,Mpred|Xi,0.862,
2.74,-112.537,37.523,0.0,1987,11,22,12,22,15.5,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.229,42.623999999999995,0.0,1988,1,19,3,8,55.7,0.225,0.01,Mpred|Xi,0.862,
2.74,-113.213,41.21,5.0,1989,3,6,6,51,49.1,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.234,43.016999999999996,1.0,1991,3,15,18,10,45.6,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.806,38.760999999999996,3.0,1992,4,25,14,47,51.9,0.225,0.01,Mpred|Xi,0.862,
2.74,-112.21700000000001,39.547,1.0,1992,6,25,22,9,27.5,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.51899999999999,42.526,1.0,1993,3,17,19,51,18.2,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.088,42.713,0.0,1994,2,4,1,33,31.8,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.137,42.714,1.0,1994,2,18,9,32,13.6,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.09200000000001,42.62,2.0,1994,4,8,18,27,21.0,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.07600000000001,42.658,0.0,1994,6,5,17,18,32.5,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.074,42.626000000000005,1.0,1994,6,7,17,16,52.8,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.054,42.636,7.0,1994,12,5,21,12,21.1,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.088,43.035,0.0,1995,10,7,23,26,56.8,0.225,0.01,Mpred|Xi,0.862,
2.74,-113.279,37.546,1.0,1996,1,4,8,15,9.2,0.225,0.01,Mpred|Xi,0.862,
2.74,-113.973,36.793,0.0,1996,2,15,22,41,37.9,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.412,36.969,4.0,1996,7,26,7,46,10.8,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.83200000000001,39.388000000000005,2.0,1997,7,10,19,53,41.9,0.225,0.01,Mpred|Xi,0.862,
2.74,-114.819,41.191,7.0,2008,2,21,18,13,55.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-111.491,42.4,6.0,2006,7,3,12,20,1.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-111.75399999999999,36.866,2.0,1999,11,10,5,37,42.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-112.566,38.728,1.0,2001,2,23,22,32,52.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-111.70700000000001,41.668,0.0,2000,1,11,15,38,30.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-113.79,37.35,5.0,1973,1,22,8,7,18.9,0.23199999999999998,0.01,Mpred|Xi,0.854,
2.74,-108.928,41.047,5.0,1986,4,29,7,55,44.3,0.23199999999999998,0.01,Mpred|Xi,0.854,
2.74,-112.195,36.027,5.0,1992,3,14,14,9,6.6,0.23,0.01,Mpred|Xi,0.857,
2.74,-108.35600000000001,39.166,5.0,2005,7,17,0,10,28.02,0.23,0.01,Mpred|Xi,0.857,
2.74,-112.60799999999999,38.228,0.0,2003,2,20,14,50,31.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-113.041,37.793,0.0,2001,10,3,8,31,49.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-110.43700000000001,37.659,1.0,2009,8,23,21,58,8.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-112.462,38.558,0.0,2001,11,20,0,39,21.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-111.135,42.722,4.0,1994,2,3,20,31,53.0,0.161,0.01,Mpred|Xvar,0.927,
2.74,-111.681,38.413000000000004,9.0,2011,12,14,6,39,19.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-111.624,38.839,12.0,2004,3,14,19,25,35.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-112.323,42.106,0.0,1985,8,7,7,10,33.2,0.162,0.01,Mpred|Xvar,0.927,
2.74,-111.124,42.788000000000004,0.0,2001,4,3,22,5,54.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-110.995,40.898,11.0,2001,3,15,15,57,55.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-113.164,36.468,7.0,2007,12,16,10,57,35.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-113.53200000000001,36.458,2.0,2003,8,14,11,47,36.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-110.74600000000001,43.343999999999994,3.0,2005,4,14,4,44,4.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-111.3,43.2,33.0,1963,9,23,1,30,32.7,0.401,0.01,Mpred|Xi,0.625,
2.74,-114.2,39.2,33.0,1963,12,15,11,36,23.6,0.401,0.01,Mpred|Xi,0.625,
2.74,-114.2,39.1,20.0,1963,12,26,3,58,50.1,0.401,0.01,Mpred|Xi,0.625,
2.74,-112.2,36.0,33.0,1965,6,7,14,28,1.3,0.401,0.01,Mpred|Xi,0.625,
2.74,-111.0,43.0,33.0,1967,9,11,4,10,46.5,0.401,0.01,Mpred|Xi,0.625,
2.74,-114.881,41.15,5.0,2008,3,8,16,32,52.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.74,-111.45200000000001,42.631,1.0,1982,10,16,8,8,32.5,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.444,42.611000000000004,0.0,1982,11,5,22,28,44.6,0.225,0.01,Mpred|Xi,0.862,
2.74,-112.553,42.003,3.0,1984,5,12,15,20,4.4,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.572,42.403999999999996,1.0,1985,4,5,5,43,26.5,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.429,42.588,0.0,1985,10,30,1,32,39.1,0.225,0.01,Mpred|Xi,0.862,
2.74,-112.325,38.227,2.0,1987,2,7,17,29,40.2,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.434,42.931000000000004,0.0,1987,9,15,16,2,29.6,0.225,0.01,Mpred|Xi,0.862,
2.74,-110.484,42.711000000000006,2.0,1988,11,2,15,45,57.3,0.225,0.01,Mpred|Xi,0.862,
2.74,-112.586,41.871,6.0,1991,1,26,17,38,8.7,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.806,38.760999999999996,0.0,1992,4,25,20,19,7.8,0.225,0.01,Mpred|Xi,0.862,
2.74,-113.141,37.491,6.0,1992,6,10,5,55,37.5,0.225,0.01,Mpred|Xi,0.862,
2.74,-112.315,38.23,1.0,1992,7,30,1,54,13.8,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.135,42.658,1.0,1994,2,4,4,53,57.1,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.12100000000001,42.705,0.0,1994,2,4,14,24,42.9,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.073,42.648,1.0,1994,2,11,20,43,46.1,0.225,0.01,Mpred|Xi,0.862,
2.74,-110.36,37.086999999999996,1.0,1994,3,8,1,34,27.5,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.065,42.626999999999995,5.0,1994,4,8,8,0,58.9,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.118,42.658,3.0,1994,4,10,0,33,50.2,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.145,42.747,2.0,1994,5,17,16,18,39.8,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.719,39.949,6.0,1994,11,7,17,37,36.7,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.39200000000001,42.888999999999996,1.0,1995,2,14,22,21,35.1,0.225,0.01,Mpred|Xi,0.862,
2.74,-111.402,42.653,0.0,1995,8,10,16,44,44.8,0.225,0.01,Mpred|Xi,0.862,
2.74,-112.852,37.994,1.0,1995,11,3,7,9,42.0,0.225,0.01,Mpred|Xi,0.862,
2.74,-108.88799999999999,38.273,1.0,1999,10,11,21,43,5.0,0.225,0.01,Mpred|Xi,0.862,
2.74,-114.915,37.126,0.0,2001,7,5,23,22,21.3,0.225,0.01,Mpred|Xi,0.862,
2.74,-113.564,36.832,2.0,2005,6,8,4,32,33.1,0.225,0.01,Mpred|Xi,0.862,
2.74,-112.898,41.424,0.0,2000,1,24,19,32,43.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.73,-111.471,42.647,1.0,2000,10,17,12,11,1.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.73,-112.43700000000001,38.727,1.0,2000,3,24,1,13,14.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.73,-112.195,38.603,4.0,2003,5,25,0,32,18.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.73,-112.085,39.555,2.0,2012,1,10,20,11,5.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.73,-112.449,38.727,0.0,2000,3,24,1,8,26.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.73,-111.984,40.478,7.0,2011,8,12,22,7,41.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.73,-111.18299999999999,42.63399999999999,7.0,1994,2,6,8,17,32.6,0.161,0.01,Mpred|Xvar,0.927,
2.73,-110.78399999999999,43.157,0.0,1999,1,31,1,53,36.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.73,-112.213,38.49,0.0,2007,6,16,19,57,9.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.73,-112.99799999999999,37.873000000000005,1.0,2003,9,26,1,12,6.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.73,-113.26100000000001,37.6,1.0,1981,4,23,7,56,47.0,0.225,0.01,Mpred|Xi,0.862,
2.73,-111.447,42.666000000000004,1.0,1981,12,9,7,56,55.8,0.225,0.01,Mpred|Xi,0.862,
2.73,-112.398,41.718999999999994,12.0,1985,9,24,23,55,13.0,0.225,0.01,Mpred|Xi,0.862,
2.73,-111.12100000000001,42.669,1.0,1985,12,3,4,54,16.1,0.225,0.01,Mpred|Xi,0.862,
2.73,-110.559,37.63,3.0,1987,10,10,9,37,34.2,0.225,0.01,Mpred|Xi,0.862,
2.73,-112.398,41.708999999999996,7.0,1989,8,23,2,21,15.1,0.225,0.01,Mpred|Xi,0.862,
2.73,-112.77600000000001,38.073,1.0,1991,4,21,14,45,47.8,0.225,0.01,Mpred|Xi,0.862,
2.73,-112.084,43.056000000000004,3.0,1991,4,23,18,3,22.6,0.225,0.01,Mpred|Xi,0.862,
2.73,-112.094,39.54,1.0,1993,3,18,2,43,44.3,0.225,0.01,Mpred|Xi,0.862,
2.73,-111.111,42.598,1.0,1994,2,3,11,43,43.8,0.225,0.01,Mpred|Xi,0.862,
2.73,-111.072,42.644,0.0,1994,2,5,22,47,2.6,0.225,0.01,Mpred|Xi,0.862,
2.73,-111.125,42.635,1.0,1994,2,20,22,1,16.7,0.225,0.01,Mpred|Xi,0.862,
2.73,-111.09200000000001,42.778,0.0,1994,3,3,7,45,14.8,0.225,0.01,Mpred|Xi,0.862,
2.73,-111.152,42.596000000000004,1.0,1994,4,7,19,22,21.7,0.225,0.01,Mpred|Xi,0.862,
2.73,-111.087,42.593,0.0,1994,4,9,9,40,33.6,0.225,0.01,Mpred|Xi,0.862,
2.73,-110.905,43.181000000000004,3.0,1994,9,28,13,52,24.5,0.225,0.01,Mpred|Xi,0.862,
2.73,-112.105,38.785,2.0,1996,1,21,19,59,8.1,0.225,0.01,Mpred|Xi,0.862,
2.73,-112.213,36.407,4.0,2001,1,21,16,33,19.3,0.225,0.01,Mpred|Xi,0.862,
2.73,-112.92399999999999,37.105,0.0,2001,3,7,5,48,16.8,0.225,0.01,Mpred|Xi,0.862,
2.73,-113.21799999999999,37.641999999999996,1.0,2010,10,2,15,57,58.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-112.78,38.048,8.0,1997,1,7,10,23,37.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-111.686,41.393,10.0,2000,3,20,19,19,49.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-110.507,39.241,6.0,2004,2,22,7,42,6.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-111.447,42.633,0.0,2005,7,4,5,55,43.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-114.84,41.196999999999996,5.0,2008,2,23,12,51,19.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-112.315,37.53,1.0,2008,8,28,19,25,21.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-114.92299999999999,41.135,2.0,2008,2,21,18,57,56.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-112.611,38.23,4.0,2002,12,31,20,8,40.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-111.522,41.756,7.0,2010,4,12,12,7,36.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-110.67,37.733000000000004,0.0,1983,1,30,13,30,32.0,0.225,0.01,Mpred|Xi,0.862,
2.72,-112.95,37.826,1.0,1984,11,22,7,28,42.8,0.225,0.01,Mpred|Xi,0.862,
2.72,-110.80799999999999,42.996,1.0,1985,3,11,6,4,33.4,0.225,0.01,Mpred|Xi,0.862,
2.72,-110.495,41.086999999999996,0.0,1985,8,13,17,54,50.4,0.225,0.01,Mpred|Xi,0.862,
2.72,-112.693,41.855,8.0,1987,4,19,0,19,0.4,0.225,0.01,Mpred|Xi,0.862,
2.72,-112.469,42.126999999999995,5.0,1987,7,25,17,45,4.5,0.225,0.01,Mpred|Xi,0.862,
2.72,-112.70700000000001,38.554,0.0,1987,9,2,10,41,25.1,0.225,0.01,Mpred|Xi,0.862,
2.72,-113.171,41.195,8.0,1988,1,30,9,2,38.9,0.225,0.01,Mpred|Xi,0.862,
2.72,-110.852,39.542,8.0,1988,10,31,23,50,38.7,0.225,0.01,Mpred|Xi,0.862,
2.72,-111.48700000000001,42.684,2.0,1989,6,14,22,42,54.9,0.225,0.01,Mpred|Xi,0.862,
2.72,-112.367,41.708999999999996,8.0,1989,7,5,1,20,8.7,0.225,0.01,Mpred|Xi,0.862,
2.72,-111.292,42.861000000000004,6.0,1990,6,1,11,54,16.9,0.225,0.01,Mpred|Xi,0.862,
2.72,-111.82700000000001,38.628,2.0,1991,7,26,15,44,50.0,0.225,0.01,Mpred|Xi,0.862,
2.72,-110.62,39.036,0.0,1991,8,3,14,37,55.8,0.225,0.01,Mpred|Xi,0.862,
2.72,-111.796,38.768,18.0,1992,4,25,0,24,23.5,0.225,0.01,Mpred|Xi,0.862,
2.72,-112.571,37.918,1.0,1993,8,9,19,25,27.6,0.225,0.01,Mpred|Xi,0.862,
2.72,-111.087,42.723,7.0,1994,2,18,14,47,8.0,0.225,0.01,Mpred|Xi,0.862,
2.72,-111.09899999999999,42.701,1.0,1994,7,28,6,44,33.4,0.225,0.01,Mpred|Xi,0.862,
2.72,-113.709,36.388000000000005,3.0,1995,3,13,0,44,7.0,0.225,0.01,Mpred|Xi,0.862,
2.72,-112.197,42.049,6.0,1995,5,14,12,53,44.5,0.225,0.01,Mpred|Xi,0.862,
2.72,-108.99700000000001,42.782,5.0,1995,12,24,12,37,12.0,0.225,0.01,Mpred|Xi,0.862,
2.72,-111.51100000000001,38.838,6.0,2002,11,8,3,27,34.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-111.355,40.493,13.0,1999,2,21,5,6,49.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-111.686,41.272,12.0,2009,10,7,4,51,51.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-112.54799999999999,36.501,1.0,2011,10,14,22,13,40.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-112.37700000000001,41.801,10.0,2010,9,10,20,21,19.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.72,-112.04700000000001,40.736,7.0,2006,11,17,6,22,8.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-111.935,38.989000000000004,3.0,2003,12,25,8,28,56.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-112.676,38.156,0.0,2004,12,22,21,44,2.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-112.667,38.198,0.0,1995,12,3,23,5,42.7,0.153,0.01,Mpred|Xvar,0.934,
2.71,-113.103,37.836999999999996,0.0,2000,9,9,11,22,39.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-112.20100000000001,38.483000000000004,0.0,2007,7,6,7,31,34.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-114.06,37.51,0.0,2008,3,2,13,15,41.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-113.29899999999999,37.599000000000004,1.0,1981,4,6,20,38,28.7,0.225,0.01,Mpred|Xi,0.862,
2.71,-112.531,41.89,1.0,1985,1,26,15,8,6.7,0.225,0.01,Mpred|Xi,0.862,
2.71,-112.32,41.818999999999996,0.0,1987,2,27,22,10,59.1,0.225,0.01,Mpred|Xi,0.862,
2.71,-112.4,41.961999999999996,6.0,1987,4,25,8,28,1.5,0.225,0.01,Mpred|Xi,0.862,
2.71,-112.633,41.855,3.0,1988,5,11,10,31,30.1,0.225,0.01,Mpred|Xi,0.862,
2.71,-110.868,39.134,11.0,1988,8,25,21,55,11.9,0.225,0.01,Mpred|Xi,0.862,
2.71,-110.88,39.133,3.0,1989,4,4,3,6,55.1,0.225,0.01,Mpred|Xi,0.862,
2.71,-112.37700000000001,41.708,2.0,1989,7,4,4,7,7.0,0.225,0.01,Mpred|Xi,0.862,
2.71,-110.86399999999999,43.095,5.0,1991,7,9,11,10,41.2,0.225,0.01,Mpred|Xi,0.862,
2.71,-112.03299999999999,38.897,1.0,1992,3,4,14,41,0.0,0.225,0.01,Mpred|Xi,0.862,
2.71,-111.51299999999999,41.843,7.0,1992,4,7,20,41,6.8,0.225,0.01,Mpred|Xi,0.862,
2.71,-111.837,38.769,10.0,1992,4,25,15,37,59.1,0.225,0.01,Mpred|Xi,0.862,
2.71,-111.822,38.757,11.0,1992,4,25,16,5,55.0,0.225,0.01,Mpred|Xi,0.862,
2.71,-110.656,37.788000000000004,1.0,1993,6,17,8,47,13.2,0.225,0.01,Mpred|Xi,0.862,
2.71,-111.046,42.768,12.0,1994,2,8,19,9,50.6,0.225,0.01,Mpred|Xi,0.862,
2.71,-111.085,42.644,1.0,1994,2,19,9,40,16.2,0.225,0.01,Mpred|Xi,0.862,
2.71,-111.103,42.787,1.0,1994,3,3,1,10,14.2,0.225,0.01,Mpred|Xi,0.862,
2.71,-111.214,42.581,2.0,1994,3,31,23,20,34.5,0.225,0.01,Mpred|Xi,0.862,
2.71,-111.1,42.656000000000006,2.0,1994,5,7,3,38,51.9,0.225,0.01,Mpred|Xi,0.862,
2.71,-111.95100000000001,42.683,1.0,1996,3,29,17,7,40.9,0.225,0.01,Mpred|Xi,0.862,
2.71,-112.51700000000001,37.979,0.0,1998,1,31,18,32,14.3,0.225,0.01,Mpred|Xi,0.862,
2.71,-112.738,38.106,0.0,1999,10,24,4,31,20.8,0.225,0.01,Mpred|Xi,0.862,
2.71,-108.814,38.242,5.0,1999,11,4,11,0,19.0,0.225,0.01,Mpred|Xi,0.862,
2.71,-110.446,43.488,10.0,2006,3,16,5,23,49.47,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-111.40299999999999,42.471000000000004,1.0,2007,12,24,1,14,10.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-111.65100000000001,41.653999999999996,12.0,2002,11,3,22,49,15.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-110.63600000000001,42.763999999999996,0.0,2001,10,28,21,3,12.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-112.319,37.538000000000004,0.0,2008,5,28,21,41,10.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.71,-112.08,38.832,2.0,2000,5,12,19,37,59.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.7,-112.46799999999999,38.548,1.0,2001,7,24,21,45,8.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.7,-111.927,39.400999999999996,10.0,1999,10,18,7,20,7.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.7,-110.488,37.676,6.0,2009,3,30,22,35,16.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.7,-111.508,39.451,6.0,1994,9,9,20,43,1.3,0.162,0.01,Mpred|Xvar,0.927,
